course_name,skill_name,job_classification,skill_class,revised_job_classification
สอน React #08 - DevTools - ผู้ช่วยศาสตราจารย์,UI Components,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #09 - useContext - ก้อนเมฆปุกปุยตะลุยโลก,Data Sharing,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #09 - useContext - ก้อนเมฆปุกปุยตะลุยโลก,Effect Hook,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #09 - useContext - ก้อนเมฆปุกปุยตะลุยโลก,Error Handling,Software Developer and Prompt Engineer),"Tools, Technologies & Programming",Data Analyst
สอน React #09 - useContext - ก้อนเมฆปุกปุยตะลุยโลก,Event Handling,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #09 - useContext - ก้อนเมฆปุกปุยตะลุยโลก,React Hooks,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #09 - useContext - ก้อนเมฆปุกปุยตะลุยโลก,UI Components,Software Developer and Prompt Engineer,Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #10 - useContext x useState - ค้นฟ้าคว้าเมฆ,Data Management,Software Developer and Prompt Engineer),Data Management & Governance,Data Analyst
สอน React #10 - useContext x useState - ค้นฟ้าคว้าเมฆ,React Hooks,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #10 - useContext x useState - ค้นฟ้าคว้าเมฆ,UI Components,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #10 - useContext x useState - ค้นฟ้าคว้าเมฆ,useContext,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #10 - useContext x useState - ค้นฟ้าคว้าเมฆ,useState,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #11 - useContext x useReducer - บัลลังก์เมฆเดอะมิวสิคค่อลลล,Data Flow,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #11 - useContext x useReducer - บัลลังก์เมฆเดอะมิวสิคค่อลลล,Event Handling,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #11 - useContext x useReducer - บัลลังก์เมฆเดอะมิวสิคค่อลลล,State Hook,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #11 - useContext x useReducer - บัลลังก์เมฆเดอะมิวสิคค่อลลล,useContext,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #11 - useContext x useReducer - บัลลังก์เมฆเดอะมิวสิคค่อลลล,useReducer,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #12 - useRef - ไม่ใช่แฟนทำแทนก็ได้,DOM Manipulation,Software Developer and Prompt Engineer,Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #12 - useRef - ไม่ใช่แฟนทำแทนก็ได้,React Hooks,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #12 - useRef - ไม่ใช่แฟนทำแทนก็ได้,Ref Management,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #12 - useRef - ไม่ใช่แฟนทำแทนก็ได้,State Hook,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #12 - useRef - ไม่ใช่แฟนทำแทนก็ได้,useRef,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #13 - forwardRef - เพื่อนกับแฟนแทนกันไม่ได้,Children Prop,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #13 - forwardRef - เพื่อนกับแฟนแทนกันไม่ได้,React Hooks,Software Developer and Prompt Engineer,Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #13 - forwardRef - เพื่อนกับแฟนแทนกันไม่ได้,UI Components,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #13 - forwardRef - เพื่อนกับแฟนแทนกันไม่ได้,forwardRef,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #13 - forwardRef - เพื่อนกับแฟนแทนกันไม่ได้,useRef,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #14 - Layout components - กรอบนอกนุ่มใน,Children Prop,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #14 - Layout components - กรอบนอกนุ่มใน,Event Handling,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #14 - Layout components - กรอบนอกนุ่มใน,Layout Components,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #14 - Layout components - กรอบนอกนุ่มใน,React Hooks,Software Developer and Prompt Engineer,Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #14 - Layout components - กรอบนอกนุ่มใน,Responsive Design,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #14 - Layout components - กรอบนอกนุ่มใน,State Hook,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #15 - CSS Modules - เหมือนกันแตกต่าง,API Service,Software Developer and Prompt Engineer),"Technical Skills, Tools & Automation",Business Analyst
สอน React #15 - CSS Modules - เหมือนกันแตกต่าง,CSS Modules,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #15 - CSS Modules - เหมือนกันแตกต่าง,Dynamic UI,Software Developer and Prompt Engineer),User Experience (UX),Data Analyst
สอน React #15 - CSS Modules - เหมือนกันแตกต่าง,Python,Software Developer and Prompt Engineer),Programming & Tools,Data Engineer
สอน React #15 - CSS Modules - เหมือนกันแตกต่าง,Responsive Design,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #15 - CSS Modules - เหมือนกันแตกต่าง,UI Components,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #16 - styled-components - หน้าตาดี มีความสามารถ,CSS-in-JS,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #16 - styled-components - หน้าตาดี มีความสามารถ,Dynamic UI,Software Developer and Prompt Engineer,User Experience (UX),Data Analyst
สอน React #16 - styled-components - หน้าตาดี มีความสามารถ,Theming,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #16 - styled-components - หน้าตาดี มีความสามารถ,UI Components,Software Developer and Prompt Engineer,Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #16 - styled-components - หน้าตาดี มีความสามารถ,styledcomponents,Software Developer and Prompt Engineer),#N/A,#N/A
สอน React #20 - Testing Library - ชู้รักเรือล่ม,Function,Software Developer and Prompt Engineer),"Data Manipulation, Transformation & Modeling",Data Analyst
สอน React #20 - Testing Library - ชู้รักเรือล่ม,React Hooks,Software Developer and Prompt Engineer,Frontend Development & UI/UX,Software Developer and Prompt 
สอน React #20 - Testing Library - ชู้รักเรือล่ม,Test,Software Developer and Prompt Engineer),Data Analytics & Measurement,Digital and performance marketer
สอน React #20 - Testing Library - ชู้รักเรือล่ม,UI Components,Software Developer and Prompt Engineer),Frontend Development & UI/UX,Software Developer and Prompt 
สอน React Router #17 - Basic routes - โรงแรมของหมู่เฮา,Event Handling,Software Developer and Prompt Engineer,Frontend Development & UI/UX,Software Developer and Prompt 
